,Title,Year,First Author,Author Count,Citation Count,Citation Five Years,Bibcode
3598,Isolated Wolf-Rayet Stars and O Supergiants in the Galactic Center Region Identified Via Paschen-α Excess,2010,"Mauerhan, J. C.",7,77,38,2010ApJ...725..188M
3599,Discovery of Polarized Emission from Two Soft X-ray-emitting Intermediate Polars: UU Col and NY Lup,2010,"Katajainen, S.",6,13,8,2010ApJ...724..165K
3600,Silicon and Oxygen Abundances in Planet-host Stars,2011,"Brugamyer, Erik",4,66,34,2011ApJ...738...97B
3601,LSPM J1112+7626: Detection of a 41 Day M-dwarf Eclipsing Binary from the MEarth Transit Survey,2011,"Irwin, Jonathan M.",16,134,61,2011ApJ...742..123I
3602,Search for z ~ 6.96 Lyα Emitters with Magellan/IMACS in the COSMOS Field,2011,"Hibon, P.",4,20,14,2011ApJ...741..101H
3603,Wave Propagation and Jet Formation in the Chromosphere,2011,"Heggland, L.",4,71,28,2011ApJ...743..142H
3604,Acceleration of Particles at the Termination Shock of a Relativistic Striped Wind,2011,"Sironi, Lorenzo",2,266,110,2011ApJ...741...39S
3605,N II λλ5668-5712: A New Class of Spectral Features in Eta Carinae,2011,"Mehner, Andrea",3,15,12,2011ApJ...737...70M
3606,Planetary Core Formation with Collisional Fragmentation and Atmosphere to Form Gas Giant Planets,2011,"Kobayashi, Hiroshi",3,64,32,2011ApJ...738...35K
3607,Reduction of Compressibility and Parallel Transfer by Landau Damping in Turbulent Magnetized Plasmas,2011,"Hunana, P.",5,20,13,2011ApJ...743..128H
3608,Resolution of the Compact Radio Continuum Sources in Arp220,2011,"Batejat, Fabien",7,37,21,2011ApJ...740...95B
3609,Active Galactic Nucleus Obscuration through Dusty Infrared-dominated Flows. I. Radiation-hydrodynamics Solution for the Wind,2011,"Dorodnitsyn, A.",3,48,26,2011ApJ...741...29D
3610,Radio Stacking Reveals Evidence for Star Formation in the Host Galaxies of X-Ray-selected Active Galactic Nuclei at z &lt; 1,2011,"Pierce, C. M.",3,7,4,2011ApJ...742...45P
3611,The Large-scale Three-point Correlation Function of Sloan Digital Sky Survey Luminous Red Galaxies,2011,"Marín, Felipe",1,66,32,2011ApJ...737...97M
3612,Where are the Fossils of the First Galaxies? I. Local Volume Maps and Properties of the Undetected Dwarfs,2011,"Bovill, Mia S.",2,88,47,2011ApJ...741...17B
3613,Prestellar Cores in the Coalsack,2011,"Saul, M.",5,4,3,2011ApJ...738..152S
3614,Effect of Ambipolar Diffusion on the Nonlinear Evolution of Magnetorotational Instability in Weakly Ionized Disks,2011,"Bai, Xue-Ning",2,190,85,2011ApJ...736..144B
3615,The Adjoint Method Applied to Time-distance Helioseismology,2011,"Hanasoge, Shravan M.",4,33,17,2011ApJ...738..100H
3616,The Ultraviolet-to-mid-infrared Spectral Energy Distribution of Weak Emission Line Quasars,2011,"Lane, Ryan A.",10,22,13,2011ApJ...743..163L
3617,A Deep Chandra View of the NGC 404 Central Engine,2011,"Binder, B.",10,14,6,2011ApJ...737...77B
3618,Emission Measure Distribution and Heating of Two Active Region Cores,2011,"Tripathi, Durgesh",3,76,46,2011ApJ...740..111T
3619,Evolutionary Tracks of Tidally Stirred Disky Dwarf Galaxies,2011,"Łokas, Ewa L.",3,33,23,2011ApJ...739...46L
3620,"Orbital Motion of HR 8799 b, c, d Using Hubble Space Telescope Data from 1998: Constraints on Inclination, Eccentricity, and Stability",2011,"Soummer, Rémi",6,101,53,2011ApJ...741...55S
3621,Assessing Quantitative Results in Accretion Simulations: From Local to Global,2011,"Hawley, John F.",3,209,81,2011ApJ...738...84H
3622,Fundamental Parameters and Chemical Composition of Arcturus,2011,"Ramírez, I.",2,179,88,2011ApJ...743..135R
3623,NEOWISE Studies of Spectrophotometrically Classified Asteroids: Preliminary Results,2011,"Mainzer, A.",13,124,40,2011ApJ...741...90M
3624,Comparing Numerical Methods for Isothermal Magnetized Supersonic Turbulence,2011,"Kritsuk, Alexei G.",16,117,47,2011ApJ...737...13K
3625,"Keck Deep Fields. IV. Luminosity-dependent Clustering and Galaxy Downsizing in UV-selected Galaxies at z = 4, 3, and 2",2011,"Savoy, Jonathan",4,17,10,2011ApJ...737...92S
3626,Incorporating Kinetic Physics into a Two-fluid Solar-wind Model with Temperature Anisotropy and Low-frequency Alfvén-wave Turbulence,2011,"Chandran, Benjamin D. G.",4,195,59,2011ApJ...743..197C
3627,Evolution and Distribution of Magnetic Fields from Active Galactic Nuclei in Galaxy Clusters. II. The Effects of Cluster Size and Dynamical State,2011,"Xu, Hao",5,51,27,2011ApJ...739...77X
3628,From the Blazar Sequence to the Blazar Envelope: Revisiting the Relativistic Jet Dichotomy in Radio-loud Active Galactic Nuclei,2011,"Meyer, Eileen T.",4,177,87,2011ApJ...740...98M
3629,Analysis of Characteristic Parameters of Large-scale Coronal Waves Observed by the Solar-Terrestrial Relations Observatory/Extreme Ultraviolet Imager,2011,"Muhr, N.",5,51,26,2011ApJ...739...89M
3630,Very Long Baseline Array Imaging of Parsec-scale Jet Structures in Radio-loud Narrow-line Seyfert 1 Galaxies,2011,"Doi, Akihiro",3,49,20,2011ApJ...738..126D
3631,"The Non-thermal, Time-variable Radio Emission from Cyg OB2 #5: A Wind-collision Region",2011,"Ortiz-León, Gisela N.",5,21,12,2011ApJ...737...30O
3632,The Relative Abundance of Compact and Normal Massive Early-type Galaxies and Its Evolution from Redshift z ~ 2 to the Present,2011,"Cassata, P.",14,136,96,2011ApJ...743...96C
3633,Far-ultraviolet Spectral Images of the Orion-Eridanus Superbubble Region,2011,"Jo, Young-Soo",5,14,8,2011ApJ...738...91J
3634,The ACS Survey of Galactic Globular Clusters. XI. The Three-dimensional Orientation of the Sagittarius Dwarf Spheroidal Galaxy and Its Globular Clusters,2011,"Siegel, Michael H.",16,38,20,2011ApJ...743...20S
3635,Host Galaxy Properties of the Swift Bat Ultra Hard X-Ray Selected Active Galactic Nucleus,2011,"Koss, Michael",8,141,53,2011ApJ...739...57K
3636,COS Observations of Metal Line and Broad Lyman-α Absorption in the Multi-phase O VI and Ne VIII System at z = 0.20701 toward HE 0226-4110,2011,"Savage, B. D.",3,42,23,2011ApJ...743..180S
3637,Dust-corrected Star Formation Rates of Galaxies. II. Combinations of Ultraviolet and Infrared Tracers,2011,"Hao, Cai-Na",6,538,148,2011ApJ...741..124H
3638,The Exoplanet Census: A General Method Applied to Kepler,2011,"Youdin, Andrew N.",1,206,102,2011ApJ...742...38Y
3639,Radio Interferometric Planet Search. II. Constraints on Sub-jupiter-mass Companions to GJ 896A,2011,"Bower, Geoffrey C.",8,10,3,2011ApJ...740...32B
3640,Radiation-hydrodynamic Simulations of the Formation of Orion-like Star Clusters. I. Implications for the Origin of the Initial Mass Function,2011,"Krumholz, Mark R.",3,123,51,2011ApJ...740...74K
3641,Morphology of the Red Rectangle Proto-planetary Nebula,2011,"Koning, N.",3,11,6,2011ApJ...740...27K
3642,Optical Emission-line Properties of a Sample of the Broad-line Active Galactic Nuclei: The Baldwin Effect and Eigenvector 1,2011,"Popović, Luka Č.",2,23,9,2011ApJ...738...68P
3643,The Effects of Plasma Beta and Anisotropy Instabilities on the Dynamics of Reconnecting Magnetic Fields in the Heliosheath,2011,"Schoeffler, K. M.",3,37,19,2011ApJ...743...70S
3644,Spitzer/InfraRed Spectrograph Investigation of MIPSGAL 24 μm Compact Bubbles,2011,"Flagey, N.",4,19,11,2011ApJ...741....4F
3645,Jet Formation from Massive Young Stars: Magnetohydrodynamics versus Radiation Pressure,2011,"Vaidya, Bhargav",4,54,27,2011ApJ...742...56V
3646,A Detailed Study of Spitzer-IRAC Emission in Herbig-Haro Objects. II. Interaction between Ejecta and Ambient Gas,2011,"Takami, Michihiro",4,13,8,2011ApJ...743..193T
3647,Resolved Submillimeter Observations of the HR 8799 and HD 107146 Debris Disks,2011,"Hughes, A. Meredith",7,60,37,2011ApJ...740...38H
3648,Lifting the Dusty Veil with Near- and Mid-infrared Photometry. I. Description and Applications of the Rayleigh-Jeans Color Excess Method,2011,"Majewski, Steven R.",3,192,79,2011ApJ...739...25M
3649,Characterizing the Heavy Elements in Globular Cluster M22 and an Empirical s-process Abundance Distribution Derived from the Two Stellar Groups,2011,"Roederer, I. U.",3,58,39,2011ApJ...742...37R
3650,A Cosmic Coincidence: The Power-law Galaxy Correlation Function,2011,"Watson, Douglas F.",3,51,38,2011ApJ...738...22W
3651,Quenching of Carbon Monoxide and Methane in the Atmospheres of Cool Brown Dwarfs and Hot Jupiters,2011,"Visscher, Channon",2,136,55,2011ApJ...738...72V
3652,Photometric Type Ia Supernova Candidates from the Three-year SDSS-II SN Survey Data,2011,"Sako, Masao",15,136,58,2011ApJ...738..162S
3653,The Enigmatic Core L1451-mm: A First Hydrostatic Core? Or a Hidden VeLLO?,2011,"Pineda, Jaime E.",12,100,58,2011ApJ...743..201P
3654,Neon Insights from Old Solar X-Rays: A Plasma Temperature Dependence of the Coronal Neon Content,2011,"Drake, Jeremy J.",1,9,5,2011ApJ...743...22D
3655,VERITAS Observations of the TeV Binary LS I +61° 303 During 2008-2010,2011,"Acciari, V. A.",86,50,38,2011ApJ...738....3A
3656,The Stability of Low Surface Brightness Disks Based on Multi-wavelength Modeling,2011,"MacLachlan, J. M.",4,34,22,2011ApJ...741....6M
3657,On the Incompleteness of the Moment and Correlation Function Hierarchy as Probes of the Lognormal Field,2011,"Carron, Julien",1,53,25,2011ApJ...738...86C
3658,Observations of the 2006 December 13 and 14 Solar Particle Events in the 80 MeV n<SUP>-1</SUP>-3 GeV n<SUP>-1</SUP> Range from Space with the PAMELA Detector,2011,"Adriani, O.",65,83,34,2011ApJ...742..102A
3659,The Massive Progenitor of the Possible Type II-Linear Supernova 2009hd in Messier 66,2011,"Elias-Rosa, Nancy",14,69,30,2011ApJ...742....6E
3660,Simulations of High-velocity Clouds. I. Hydrodynamics and High-velocity High Ions,2011,"Kwak, Kyujin",3,64,28,2011ApJ...739...30K
3661,GRB 110328A/Swift J164449.3+573451: The Tidal Obliteration of a Deeply Plunging Star?,2011,"Cannizzo, J. K.",3,52,37,2011ApJ...742...32C
3662,Isothermal and Multithermal Analysis of Coronal Loops Observed with Atmospheric Imaging Assembly. II. 211 Å Selected Loops,2011,"Schmelz, J. T.",7,28,16,2011ApJ...739...33S
3663,Nonpotentiality of Chromospheric Fibrils in NOAA Active Regions 11092 and 9661,2011,"Jing, Ju",6,18,12,2011ApJ...739...67J
3664,Observational Evidence for Active Galactic Nuclei Feedback at the Parsec Scale,2011,"Yuan, Feng",2,17,7,2011ApJ...737...23Y
3665,On Lyman-limit Systems and the Evolution of the Intergalactic Ionizing Background,2011,"McQuinn, Matthew",3,158,87,2011ApJ...743...82M
3666,CO Observations of the Host Galaxy of GRB 000418 at z = 1.1,2011,"Hatsukade, B.",5,17,11,2011ApJ...738...33H
3667,Time Variable Broad-line Emission in NGC 4203: Evidence for Stellar Contrails,2011,"Devereux, Nick",1,4,3,2011ApJ...743...83D
3668,The Merger Environment of the Wide Angle Tail Hosting Cluster A562,2011,"Douglass, E. M.",5,28,11,2011ApJ...743..199D
3669,Is SGR 0418+5729 Indeed a Waning Magnetar?,2011,"Turolla, R.",5,76,56,2011ApJ...740..105T
3670,The Acoustic Cutoff Frequency of the Sun and the Solar Magnetic Activity Cycle,2011,"Jiménez, A.",3,35,11,2011ApJ...743...99J
3671,The 2009 Outburst of Magnetar 1E 1547-5408: Persistent Radiative and Burst Properties,2011,"Scholz, P.",2,66,37,2011ApJ...739...94S
3672,SN 2008in—Bridging the Gap between Normal and Faint Supernovae of Type IIP,2011,"Roy, Rupak",21,81,32,2011ApJ...736...76R
3673,Three-dimensional Simulations of Gyrosynchrotron Emission from Mildly Anisotropic Nonuniform Electron Distributions in Symmetric Magnetic Loops,2011,"Kuznetsov, Alexey A.",3,42,20,2011ApJ...742...87K
3674,Multi-wavelength Emission Region of γ-Ray Emitting Pulsars,2011,"Kisaka, S.",2,6,5,2011ApJ...739...14K
3675,Can Overturning Motions in Penumbral Filaments Be Detected?,2011,"Bharti, Lokesh",3,10,9,2011ApJ...739...35B
3676,Widespread Nanoflare Variability Detected with Hinode/X-Ray Telescope in a Solar Active Region,2011,"Terzo, Sergio",6,39,20,2011ApJ...736..111T
3677,Structure and Population of the NGC 55 Stellar Halo from A Subaru/Suprime-Cam Survey,2011,"Tanaka, Mikito",5,34,19,2011ApJ...738..150T
3678,"The Astrophysical Implications of Dust Formation during the Eruptions of Hot, Massive Stars",2011,"Kochanek, C. S.",1,70,29,2011ApJ...743...73K
3679,Correlating the Interstellar Magnetic Field with Protostellar Jets and Its Sources,2011,"Targon, C. G.",4,32,10,2011ApJ...743...54T
3680,High-resolution Imaging of Solar Flare Ribbons and Its Implication on the Thick-target Beam Model,2011,"Krucker, Säm",8,124,51,2011ApJ...739...96K
3681,Solar Cycle Variation in Sun-as-a-star Ca II 854.2 nm Bisectors,2011,"Pietarila, A.",2,8,4,2011ApJ...736..114P
3682,Hubble Space Telescope/Advanced Camera for Surveys Observations of Europa's Atmospheric Ultraviolet Emission at Eastern Elongation,2011,"Saur, Joachim",10,35,15,2011ApJ...738..153S
3683,Detectability of Exoplanet Periastron Passage in the Infrared,2011,"Kane, Stephen R.",2,22,12,2011ApJ...741...52K
3684,Stable Heating of Cluster Cooling Flows by Cosmic-Ray Streaming,2011,"Fujita, Yutaka",2,38,13,2011ApJ...738..182F
3685,Mid-J CO Emission from NGC 891: Microturbulent Molecular Shocks in Normal Star-forming Galaxies,2011,"Nikola, T.",7,11,8,2011ApJ...742...88N
3686,Faraday Rotation Measure due to the Intergalactic Magnetic Field. II. The Cosmological Contribution,2011,"Akahori, Takuya",2,62,28,2011ApJ...738..134A
3687,CANGAROO-III Observation of TeV Gamma Rays from the Unidentified Gamma-Ray Source HESS J1614-518,2011,"Mizukami, T.",49,4,3,2011ApJ...740...78M
3688,A New Collisional Ring Galaxy at z = 0.111: Auriga's Wheel,2011,"Conn, Blair C.",7,10,7,2011ApJ...741...80C
3689,A Global Turbulence Model for Neutrino-driven Convection in Core-collapse Supernovae,2011,"Murphy, Jeremiah W.",2,84,47,2011ApJ...742...74M
3690,"A Complete Spectroscopic Survey of the Milky Way Satellite Segue 1: Dark Matter Content, Stellar Membership, and Binary Properties from a Bayesian Analysis",2011,"Martinez, Gregory D.",6,86,41,2011ApJ...738...55M
3691,"Erratum: ""Multiple High-velocity SiO Maser Features from the High-mass Protostar W51 North"" <A href=""/abs/2011ApJ...727...99C"">(2011, ApJ, 727, 99)</A>",2011,"Cho, Se-Hyung",3,0,0,2011ApJ...739..106C
3692,Directional Alignment and Non-Gaussian Statistics in Solar Wind Turbulence,2011,"Osman, K. T.",5,29,9,2011ApJ...741...75O
3693,Lunar Dust Grain Charging by Electron Impact: Dependence of the Surface Potential on the Grain Size,2011,"Němeček, Z.",7,24,12,2011ApJ...738...14N
3694,Multi-zone Modeling of the Pulsar Wind Nebula HESS J1825-137,2011,"Van Etten, Adam",2,42,15,2011ApJ...742...62V
3695,On and Ne in an H-He Fast Solar Wind,2011,"Byhring, H. S.",3,1,1,2011ApJ...743..205B
3696,Implications of Understanding Short Gamma-Ray Bursts Detected by Swift,2011,"Shao, Lang",6,20,7,2011ApJ...738...19S
3697,Deriving the Physical Parameters of a Solar Ejection with an Isotropic Magnetohydrodynamic Evolutionary Model,2011,"Berdichevsky, Daniel B.",3,6,4,2011ApJ...741...47B
3698,Transient Superstrong Coronal Lines and Broad Bumps in the Galaxy SDSS J074820.67+471214.3,2011,"Wang, Ting-Gui",5,72,20,2011ApJ...740...85W
3699,Hot Molecular Cores in Infrared Dark Clouds,2011,"Rathborne, J. M.",6,36,12,2011ApJ...741..120R
3700,"Re-examining High Abundance Sloan Digital Sky Survey Mass-Metallicity Outliers: High N/O, Evolved Wolf-Rayet Galaxies?",2011,"Berg, Danielle A.",3,29,17,2011ApJ...738....2B
3701,A First Measurement of the Proper Motion of the Leo II Dwarf Spheroidal Galaxy,2011,"Lépine, Sébastien",4,38,23,2011ApJ...741..100L
3702,Discovery of the Disturbed Radio Morphology in the Interacting Binary Quasar FIRST J164311.3+315618,2011,"Kunert-Bajraszewska, Magdalena",2,10,6,2011ApJ...736..125K
3703,Star Formation in the Outer Disks of Spiral Galaxies: Ultraviolet and Hα Photometry,2011,"Barnes, Kate L.",3,23,8,2011ApJ...743..137B
3704,Constraints on the Universal C IV Mass Density at z ~ 6 from Early Infrared Spectra Obtained with the Magellan FIRE Spectrograph,2011,"Simcoe, Robert A.",12,94,43,2011ApJ...743...21S
3705,Herschel-ATLAS Galaxy Counts and High-redshift Luminosity Functions: The Formation of Massive Early-type Galaxies,2011,"Lapi, A.",38,168,93,2011ApJ...742...24L
3706,The Low Frequency of Dual Active Galactic Nuclei versus the High Merger Rate of Galaxies: A Phenomenological Model,2011,"Yu, Qingjuan",4,55,32,2011ApJ...738...92Y
3707,Constraints on the Mass and Radius of the Neutron Star XTE J1807-294,2011,"Leahy, Denis A.",3,43,18,2011ApJ...742...17L
3708,The ACS Nearby Galaxy Survey Treasury. VIII. The Global Star Formation Histories of 60 Dwarf Galaxies in the Local Volume,2011,"Weisz, Daniel R.",14,347,165,2011ApJ...739....5W
3709,The Circumstellar Environment of R Coronae Borealis: White Dwarf Merger or Final-helium-shell Flash?,2011,"Clayton, Geoffrey C.",24,53,30,2011ApJ...743...44C
3710,X-Ray Observations of Radio Transients without Optical Hosts,2011,"Croft, Steve",3,4,4,2011ApJ...740...87C
3711,Optimal Linear Image Combination,2011,"Rowe, Barnaby",3,50,25,2011ApJ...741...46R
3712,z ~ 4 Hα Emitters in the Great Observatories Origins Deep Survey: Tracing the Dominant Mode for Growth of Galaxies,2011,"Shim, Hyunjin",7,152,83,2011ApJ...738...69S
3713,The Kepler-19 System: A Transiting 2.2 R <SUB>⊕</SUB> Planet and a Second Planet Detected via Transit Timing Variations,2011,"Ballard, Sarah",31,128,74,2011ApJ...743..200B
3714,A Model Atmosphere Analysis of Alpha Aurigae A,2011,"Fuhrmann, Klaus",1,4,1,2011ApJ...742...42F
3715,The Relation of Optical/Ultraviolet and X-Ray Emission in Low-luminosity Active Galactic Nuclei,2011,"Xu, Ya-Di",1,24,7,2011ApJ...739...64X
3716,Numerical Calculation of Magnetobremsstrahlung Emission and Absorption Coefficients,2011,"Leung, Po Kin",3,72,12,2011ApJ...737...21L
3717,Magnetars versus High Magnetic Field Pulsars: A Theoretical Interpretation of the Apparent Dichotomy,2011,"Pons, Jose A.",2,83,40,2011ApJ...741..123P
3718,Protoplanetary Disk Resonances and Type I Migration,2011,"Tsang, David",1,19,4,2011ApJ...741..109T
3719,Evolution of Snow Line in Optically Thick Protoplanetary Disks: Effects of Water Ice Opacity and Dust Grain Size,2011,"Oka, Akinori",3,127,26,2011ApJ...738..141O
3720,Polarized Line Formation in Multi-dimensional Media. IV. A Fourier Decomposition Technique to Formulate the Transfer Equation with Angle-dependent Partial Frequency Redistribution,2011,"Anusha, L. S.",2,17,9,2011ApJ...739...40A
3721,"Erratum: ""The Variable Quiescent X-Ray Emission of the Neutron Star Transient XTE J1701-462"" <A href=""/abs/2011ApJ...736..162F"">(2011, ApJ, 736, 162)</A>",2011,"Fridriksson, Joel K.",9,0,0,2011ApJ...738..118F
3722,The Posterior Distribution of sin(i) Values for Exoplanets with M<SUB>T</SUB> sin(i) Determined from Radial Velocity Data,2011,"Ho, Shirley",2,36,16,2011ApJ...739...26H
3723,Time Evolution of the Reverse Shock in SN 1006,2011,"Winkler, P. Frank",4,6,2,2011ApJ...742...80W
3724,Gravitational Instabilities in Two-component Galaxy Disks with Gas Dissipation,2011,"Elmegreen, Bruce G.",1,104,41,2011ApJ...737...10E
3725,Molecular Outflows from the Protocluster Serpens South,2011,"Nakamura, Fumitaka",11,60,33,2011ApJ...737...56N
