Title,Year,First Author,Author Count,Citation Count,Bibcode
The Sloan Bright Arcs Survey: Ten Strong Gravitational Lensing Clusters and Evidence of Overconcentration,2012,"Wiesner, Matthew P.",9,22,2012ApJ...761....1W
Resolving the Radio Source Background: Deeper Understanding through Confusion,2012,"Condon, J. J.",9,203,2012ApJ...758...23C
Experimental Investigation of the Ortho/Para Ratio of Newly Formed Molecular Hydrogen on Amorphous Solid Water,2012,"Gavilan, L.",8,14,2012ApJ...760...35G
Chandra Observations of SGR 1627-41 near Quiescence,2012,"An, Hongjun",7,30,2012ApJ...757...68A
Chemical Analysis of a Diffuse Cloud along a Line of Sight toward W51: Molecular Fraction and Cosmic-Ray Ionization Rate,2012,"Indriolo, Nick",7,39,2012ApJ...758...83I
"GRB 110709A, 111117A, and 120107A: Faint High-energy Gamma-Ray Photon Emission from Fermi-LAT Observations and Demographic Implications",2012,"Zheng, WeiKang",7,11,2012ApJ...756...64Z
The Carnegie Hubble Program: The Leavitt Law at 3.6 and 4.5 μm in the Milky Way,2012,"Monson, Andrew J.",7,87,2012ApJ...759..146M
Magnitude Gap Statistics and the Conditional Luminosity Function,2012,"More, Surhud",1,22,2012ApJ...761..127M
A Universal Neutral Gas Profile for nearby Disk Galaxies,2012,"Bigiel, F.",2,182,2012ApJ...756..183B
A New Method to Correct for Fiber Collisions in Galaxy Two-point Statistics,2012,"Guo, Hong",3,115,2012ApJ...756..127G
On the Diversity and Complexity of Absorption Line Profiles Produced by Outflows in Active Galactic Nuclei,2012,"Giustini, Margherita",2,33,2012ApJ...758...70G
Long-duration X-Ray Flash and X-Ray-rich Gamma-Ray Bursts from Low-mass Population III Stars,2012,"Nakauchi, Daisuke",5,39,2012ApJ...759..128N
Wide Binary Effects on Asymmetries in Asymptotic Giant Branch Circumstellar Envelopes,2012,"Kim, Hyosun",2,54,2012ApJ...759...59K
What Governs the Bulk Velocity of the Jet Components in Active Galactic Nuclei?,2012,"Chai, Bo",3,47,2012ApJ...759..114C
WISE Detections of Dust in the Habitable Zones of Planet-bearing Stars,2012,"Morales, Farisa Y.",5,24,2012ApJ...757....7M
The Chemical Signature of a Relic Star Cluster in the Sextans Dwarf Spheroidal Galaxy—Implications for Near-field Cosmology,2012,"Karlsson, Torgny",4,30,2012ApJ...759..111K
The Stellar Initial Mass Function in Early-type Galaxies From Absorption Line Spectroscopy. II. Results,2012,"Conroy, Charlie",2,481,2012ApJ...760...71C
Substellar Objects in Nearby Young Clusters (SONYC). VI. The Planetary-mass Domain of NGC 1333,2012,"Scholz, Alexander",6,62,2012ApJ...756...24S
"Detection of a Cool, Accretion-shock-generated X-Ray Plasma in EX Lupi during the 2008 Optical Eruption",2012,"Teets, William K.",6,12,2012ApJ...760...89T
Constraints on the Ubiquity of Coronal X-Ray Cycles,2012,"Hoffman, John",3,2,2012ApJ...759..145H
Galactic Outflows in Absorption and Emission: Near-ultraviolet Spectroscopy of Galaxies at 1 &lt; z &lt; 2,2012,"Erb, Dawn K.",4,141,2012ApJ...759...26E
The Source of 3 Minute Magnetoacoustic Oscillations in Coronal Fans,2012,"Jess, D. B.",7,85,2012ApJ...757..160J
A New Model of the Galactic Magnetic Field,2012,"Jansson, Ronnie",2,554,2012ApJ...757...14J
A Conditional Luminosity Function Model of the Cosmic Far-infrared Background Anisotropy Power Spectrum,2012,"De Bernardis, Francesco",2,25,2012ApJ...760...14D
Neutron-poor Nickel Isotope Anomalies in Meteorites,2012,"Steele, Robert C. J.",5,77,2012ApJ...758...59S
Growth of a Localized Seed Magnetic Field in a Turbulent Medium,2012,"Cho, Jungyeon",2,11,2012ApJ...759...91C
"Self-consistent Magnetic Stellar Evolution Models of the Detached, Solar-type Eclipsing Binary EF Aquarii",2012,"Feiden, Gregory A.",2,95,2012ApJ...761...30F
"Does a ""Stochastic"" Background of Gravitational Waves Exist in the Pulsar Timing Band?",2012,"Ravi, V.",7,83,2012ApJ...761...84R
Characterizing the Optical Variability of Bright Blazars: Variability-based Selection of Fermi Active Galactic Nuclei,2012,"Ruan, John J.",11,52,2012ApJ...760...51R
Identification of Galactic Bulge Survey X-Ray Sources with Tycho-2 Stars,2012,"Hynes, Robert I.",9,16,2012ApJ...761..162H
A Comparative Astrochemical Study of the High-mass Protostellar Objects NGC 7538 IRS 9 and IRS 1,2012,"Barentine, John C.",2,15,2012ApJ...757..111B
Astrometric Reverberation Mapping,2012,"Shen, Yue",1,11,2012ApJ...757..152S
On Dark Peaks and Missing Mass: A Weak-lensing Mass Reconstruction of the Merging Cluster System A520,2012,"Clowe, Douglas",7,67,2012ApJ...758..128C
Photometrically Derived Masses and Radii of the Planet and Star in the TrES-2 System,2012,"Barclay, Thomas",19,73,2012ApJ...761...53B
Richtmyer-Meshkov-type Instability of a Current Sheet in a Relativistically Magnetized Plasma,2012,"Inoue, Tsuyoshi",1,14,2012ApJ...760...43I
Can Dust Emission be Used to Estimate the Mass of the Interstellar Medium in Galaxies—A Pilot Project with the Herschel Reference Survey,2012,"Eales, Stephen",26,106,2012ApJ...761..168E
Evolution of Post-impact Companion Stars in SN Ia Remnants within the Single-degenerate Scenario,2012,"Pan, Kuo-Chuan",3,47,2012ApJ...760...21P
The Buildup of a Scale-free Photospheric Magnetic Network,2012,"Thibault, K.",3,11,2012ApJ...757..187T
The Origin of Metals in the Circumgalactic Medium of Massive Galaxies at z = 3,2012,"Shen, Sijing",6,97,2012ApJ...760...50S
Numerical Simulation of Hot Accretion Flows. I. A Large Radial Dynamical Range and the Density Profile of Accretion Flow,2012,"Yuan, Feng",3,187,2012ApJ...761..129Y
Photospheric Flux Cancellation and the Build-up of Sigmoidal Flux Ropes on the Sun,2012,"Savcheva, A. S.",4,89,2012ApJ...759..105S
Lunar Accretion from a Roche-interior Fluid Disk,2012,"Salmon, Julien",2,90,2012ApJ...760...83S
Broad-line Region Physical Conditions in Extreme Population A Quasars: A Method to Estimate Central Black Hole Mass at High Redshift,2012,"Negrete, C. Alenka",4,73,2012ApJ...757...62N
A Theoretical Color-Velocity Correlation for Supernovae Associated with Gamma-Ray Bursts,2012,"Rapoport, Sharon",7,3,2012ApJ...759...38R
A Redshift Survey of Herschel Far-infrared Selected Starbursts and Implications for Obscured Star Formation,2012,"Casey, C. M.",33,157,2012ApJ...761..140C
The Low-temperature Nuclear Spin Equilibrium of H<SUP>+</SUP> <SUB>3</SUB> in Collisions with H<SUB>2</SUB>,2012,"Grussie, F.",8,19,2012ApJ...759...21G
The Cosmic-Ray Intensity near the Archean Earth,2012,"Cohen, O.",3,40,2012ApJ...760...85C
First Three-dimensional Reconstructions of Coronal Loops with the STEREO A+B Spacecraft. IV. Magnetic Modeling with Twisted Force-free Fields,2012,"Aschwanden, Markus J.",6,33,2012ApJ...756..124A
Signature of Differential Rotation in Sun-as-a-star Ca II K Measurements,2012,"Bertello, L.",3,13,2012ApJ...761...11B
Measurements of Stellar Inclinations for Kepler Planet Candidates,2012,"Hirano, Teruyuki",7,75,2012ApJ...756...66H
"Germanium, Arsenic, and Selenium Abundances in Metal-poor Stars",2012,"Roederer, Ian U.",1,45,2012ApJ...756...36R
Cores and the Kinematics of Early-type Galaxies,2012,"Lauer, Tod R.",1,36,2012ApJ...759...64L
Classification of X-Ray Sources in the XMM-Newton Serendipitous Source Catalog,2012,"Lin, Dacheng",3,82,2012ApJ...756...27L
From Dusty Filaments to Massive Stars: The Case of NGC 7538 S,2012,"Naranjo-Romero, Raul",6,15,2012ApJ...757...58N
The Size Scale of Star Clusters,2012,"Madrid, Juan P.",3,53,2012ApJ...756..167M
Coherent Backscattering Verified Numerically for a Finite Volume of Spherical Particles,2012,"Muinonen, K.",6,72,2012ApJ...760..118M
Guiding Nonlinear Force-free Modeling Using Coronal Observations: First Results Using a Quasi-Grad-Rubin Scheme,2012,"Malanushenko, A.",5,52,2012ApJ...756..153M
Simulation Study of Dust-scattered Far-ultraviolet Emission in the Orion-Eridanus Superbubble,2012,"Jo, Young-Soo",4,16,2012ApJ...756...38J
Reassessment of the Dissociative Recombination of N<SUB>2</SUB>H<SUP>+</SUP> at CRYRING,2012,"Vigren, E.",9,37,2012ApJ...757...34V
Planetary and Other Short Binary Microlensing Events from the MOA Short-event Analysis,2012,"Bennett, D. P.",26,70,2012ApJ...757..119B
Measuring the Abundance of Sub-kilometer-sized Kuiper Belt Objects Using Stellar Occultations,2012,"Schlichting, Hilke E.",9,65,2012ApJ...761..150S
Brightness and Fluctuation of the Mid-infrared Sky from AKARI Observations toward the North Ecliptic Pole,2012,"Pyo, Jeonghyun",4,22,2012ApJ...760..102P
Acceleration of Type II Spicules in the Solar Chromosphere,2012,"Goodman, Michael L.",1,15,2012ApJ...757..188G
The Stellar Population and Star Formation Rates of z ≈ 1.5-1.6 [O II]-emitting Galaxies Selected from Narrowband Emission-line Surveys,2012,"Ly, Chun",8,25,2012ApJ...757...63L
Differential Emission Measure Analysis of Multiple Structural Components of Coronal Mass Ejections in the Inner Corona,2012,"Cheng, X.",4,256,2012ApJ...761...62C
Orbit and Stellar Properties of the Young Triple V807 Tau,2012,"Schaefer, G. H.",4,25,2012ApJ...756..120S
On the Nature of Off-pulse Emission from Pulsars,2012,"Basu, Rahul",3,10,2012ApJ...758...91B
Formation of Turbulent and Magnetized Molecular Clouds via Accretion Flows of H I Clouds,2012,"Inoue, Tsuyoshi",2,155,2012ApJ...759...35I
"Addendum: ""Storage Ring Cross Section Measurements for Electron Impact Ionization of Fe<SUP>11 +</SUP> Forming Fe<SUP>12 +</SUP> and Fe<SUP>13 +</SUP>"" (2011, ApJ, 729, 76)",2012,"Hahn, M.",11,0,2012ApJ...761...78H
Chandra X-Ray Observations of the Two Brightest Unidentified High Galactic Latitude Fermi-LAT γ-Ray Sources,2012,"Cheung, C. C.",5,27,2012ApJ...756...33C
Ionization Source of a Minor-axis Cloud in the Outer Halo of M82,2012,"Matsubayashi, K.",11,4,2012ApJ...761...55M
From Prestellar to Protostellar Cores. II. Time Dependence and Deuterium Fractionation,2012,"Aikawa, Y.",5,136,2012ApJ...760...40A
Deriving Plasma Densities and Elemental Abundances from SERTS Differential Emission Measure Analysis,2012,"Schmelz, J. T.",3,7,2012ApJ...757...17S
Nonresonant Interaction of Charged Energetic Particles with Low-frequency Noncompressive Turbulence: Numerical Simulation,2012,"Ragot, B. R.",1,8,2012ApJ...758...89R
The Coupled Evolution of Electrons and Ions in Coronal Mass Ejection-driven shocks,2012,"Manchester, W. B., IV",4,44,2012ApJ...756...81M
Archeology of an Ancient Star,2012,"Fuhrmann, K.",6,13,2012ApJ...761..159F
Multipolar Planetary Nebulae: Not as Geometrically Diversified as Thought,2012,"Chong, S. -N.",5,21,2012ApJ...760..115C
Interplanetary Propagation of Solar Energetic Particle Heavy Ions Observed at 1 AU and the Role of Energy Scaling,2012,"Mason, G. M.",8,57,2012ApJ...761..104M
The Effect of a Twisted Magnetic Field on the Period Ratio P <SUB>1</SUB>/P <SUB>2</SUB> of Nonaxisymmetric Magnetohydrodynamic Waves,2012,"Karami, K.",2,30,2012ApJ...757..186K
Non-neutralized Electric Current Patterns in Solar Active Regions: Origin of the Shear-generating Lorentz Force,2012,"Georgoulis, Manolis K.",3,74,2012ApJ...761...61G
Dual Active Galactic Nuclei: Deprojecting the Binary Cores,2012,"Wang, X. -W.",2,3,2012ApJ...757..124W
Advances in the RXTE Proportional Counter Array Calibration: Nearing the Statistical Limit,2012,"Shaposhnikov, Nikolai",5,39,2012ApJ...757..159S
Assembly of the Red Sequence in Infrared-selected Galaxy Clusters from the IRAC Shallow Cluster Survey,2012,"Snyder, Gregory F.",12,67,2012ApJ...756..114S
Slow Rise and Partial Eruption of a Double-decker Filament. I. Observations and Interpretation,2012,"Liu, Rui",8,133,2012ApJ...756...59L
Launching and Quenching of Black Hole Relativistic Jets at Low Accretion Rate,2012,"Pu, Hung-Yi",3,7,2012ApJ...758..113P
"Present-day Galactic Evolution: Low-metallicity, Warm, Ionized Gas Inflow Associated with High-velocity Cloud Complex A",2012,"Barger, K. A.",6,20,2012ApJ...761..145B
Toward Identifying the Unassociated Gamma-Ray Source 1FGL J1311.7-3429 with X-Ray and Optical Observations,2012,"Kataoka, J.",12,26,2012ApJ...757..176K
The BOSS Emission-Line Lens Survey. II. Investigating Mass-density Profile Evolution in the SLACS+BELLS Strong Gravitational Lens Sample,2012,"Bolton, Adam S.",11,162,2012ApJ...757...82B
The Y <SUB>SZ</SUB>-Y<SUB>X</SUB> Scaling Relation as Determined from Planck and Chandra,2012,"Rozo, Eduardo",3,31,2012ApJ...760...67R
"Hydroxyacetonitrile (HOCH<SUB>2</SUB>CN) Formation in Astrophysical Conditions. Competition with the Aminomethanol, a Glycine precursor",2012,"Danger, G.",5,42,2012ApJ...756...11D
Three-dimensional Numerical Simulations of Fast-to-Alfvén Conversion in Sunspots,2012,"Felipe, T.",1,36,2012ApJ...758...96F
CHEERS Results on Mrk 573: A Study of Deep Chandra Observations,2012,"Paggi, Alessandro",5,49,2012ApJ...756...39P
Ongoing Massive Star Formation in NGC 604,2012,"Martínez-Galarza, J. R.",4,12,2012ApJ...761....3M
The Nova Rate in NGC 2403,2012,"Franck, J. R.",4,10,2012ApJ...760...13F
The Evolution of Solar Flux from 0.1 nm to 160 μm: Quantitative Estimates for Planetary Studies,2012,"Claire, Mark W.",6,195,2012ApJ...757...95C
Evidence for a Wide Range of Ultraviolet Obscuration in z ~ 2 Dusty Galaxies from the GOODS-Herschel Survey,2012,"Penner, Kyle",23,42,2012ApJ...759...28P
Forming an O Star via Disk Accretion?,2012,"Qiu, Keping",4,31,2012ApJ...756..170Q
Bulk Flow of Halos in ΛCDM Simulation,2012,"Li, Ming",13,24,2012ApJ...761..151L
Resonance Broadening and Heating of Charged Particles in Magnetohydrodynamic Turbulence,2012,"Lynn, Jacob W.",4,38,2012ApJ...758...78L
Demographics and Physical Properties of Gas Outflows/Inflows at 0.4 &lt; z &lt; 1.4,2012,"Martin, Crystal L.",8,322,2012ApJ...760..127M
"The 217.5 nm Band, Infrared Absorption, and Infrared Emission Features in Hydrogenated Amorphous Carbon Nanoparticles",2012,"Duley, W. W.",2,22,2012ApJ...761..115D
A Jet Break in the X-Ray Light Curve of Short GRB 111020A: Implications for Energetics and Rates,2012,"Fong, W.",11,120,2012ApJ...756..189F
On the Mass Distribution and Birth Masses of Neutron Stars,2012,"Özel, Feryal",4,342,2012ApJ...757...55O
Numerical Study of the Vishniac Instability in Supernova Remnants,2012,"Michaut, C.",5,19,2012ApJ...759...78M
Optical Monitoring of the Broad-line Radio Galaxy 3C 390.3,2012,"Dietrich, Matthias",10,56,2012ApJ...757...53D
Fragmentation and OB Star Formation in High-mass Molecular Hub-Filament Systems,2012,"Liu, Hauyu Baobab",6,68,2012ApJ...756...10L
An Efficient Automated Validation Procedure for Exoplanet Transit Candidates,2012,"Morton, Timothy D.",1,233,2012ApJ...761....6M
"Redshifts, Sample Purity, and BCG Positions for the Galaxy Cluster Catalog from the First 720 Square Degrees of the South Pole Telescope Survey",2012,"Song, J.",77,103,2012ApJ...761...22S
On the X-Ray Outbursts of Transient Anomalous X-Ray Pulsars and Soft Gamma-Ray Repeaters,2012,"Çalışkan, Şirin",2,8,2012ApJ...758...98C
Measurement of the Mass and Stellar Population Distribution in M82 with the LBT,2012,"Greco, Johnny P.",3,52,2012ApJ...757...24G
Luminosity Correlations for Gamma-Ray Bursts and Implications for Their Prompt and Afterglow Emission Mechanisms,2012,"Sultana, J.",3,22,2012ApJ...758...32S
A Suzaku Observation of Mkn 590 Reveals a Vanishing Soft Excess,2012,"Rivers, Elizabeth",4,23,2012ApJ...759...63R
"An Experimental and Theoretical Study of the Ionization Energies of SiC<SUB>2</SUB>H <SUB>x</SUB> (x = 0, 1, 2) isomers",2012,"Kaiser, Ralf I.",5,19,2012ApJ...761..178K
The high-energy impulsive ground-level enhancement,2012,"McCracken, K. G.",3,50,2012ApJ...761..101M
Gas and Dust Absorption in the DoAr 24E System,2012,"Kruger, Andrew J.",7,2,2012ApJ...760...88K
"Coupled Evolutions of the Stellar Obliquity, Orbital Distance, and Planet's Radius due to the Ohmic Dissipation Induced in a Diamagnetic Hot Jupiter around a Magnetic T Tauri Star",2012,"Chang, Yu-Ling",3,7,2012ApJ...757..118C
Spitzer- and Herschel-based Spectral Energy Distributions of 24 μm Bright z ~ 0.3-3.0 Starbursts and Obscured Quasars,2012,"Sajina, Anna",5,62,2012ApJ...757...13S
"Size Bias and Differential Lensing of Strongly Lensed, Dusty Galaxies Identified in Wide-Field Surveys",2012,"Hezaveh, Yashar D.",3,73,2012ApJ...761...20H
Comparing the Effect of Radiative Transfer Schemes on Convection Simulations,2012,"Tanner, Joel D.",3,16,2012ApJ...759..120T
Ionized Gas in the First 10 kpc of the Interstellar Galactic Halo: Metal Ion Fractions,2012,"Howk, J. Christopher",2,13,2012ApJ...759...97H
Core-collapse Supernovae and Host Galaxy Stellar Populations,2012,"Kelly, Patrick L.",2,174,2012ApJ...759..107K
A Precise Physical Orbit for the M-dwarf Binary Gliese 268,2012,"Barry, R. K.",14,6,2012ApJ...760...55B
Why Do the Braking Indices of Pulsars Span a Range of More Than 100 Millions?,2012,"Zhang, Shuang-Nan",2,34,2012ApJ...761..102Z
AT Cnc: A Second Dwarf Nova with a Classical Nova Shell,2012,"Shara, Michael M.",8,65,2012ApJ...758..121S
Cosmic Error Caused by the Gravitational Microlensing Effect in High-precision Astrometry,2012,"Yano, Taihei",1,6,2012ApJ...757..189Y
A Shapiro Delay Detection in the Binary System Hosting the Millisecond Pulsar PSR J1910-5959A,2012,"Corongiu, A.",12,32,2012ApJ...760..100C
Suppression of Energetic Electron Transport in Flares by Double Layers,2012,"Li, T. C.",3,30,2012ApJ...757...20L
Are Decaying Magnetic Fields Above Active Regions Related to Coronal Mass Ejection Onset?,2012,"Suzuki, J.",3,3,2012ApJ...758...22S
The Tidal Disruption of Giant Stars and their Contribution to the Flaring Supermassive Black Hole Population,2012,"MacLeod, Morgan",3,145,2012ApJ...757..134M
CANDELS: The Contribution of the Observed Galaxy Population to Cosmic Reionization,2012,"Finkelstein, Steven L.",15,201,2012ApJ...758...93F
Stellar Kinematics of the Andromeda II Dwarf Spheroidal Galaxy,2012,"Ho, Nhung",10,88,2012ApJ...758..124H
Numerical Modeling of the Disruption of Comet D/1993 F2 Shoemaker-Levy 9 Representing the Progenitor by a Gravitationally Bound Assemblage of Randomly Shaped Polyhedra,2012,"Movshovitz, Naor",3,35,2012ApJ...759...93M
The Milky Way's Circular-velocity Curve between 4 and 14 kpc from APOGEE data,2012,"Bovy, Jo",33,359,2012ApJ...759..131B
Discovery of X-Ray Emission from and Distance to the Supernova Remnant G84.2-0.8,2012,"Leahy, Denis A.",2,10,2012ApJ...760...25L
