Title,Year,First Author,Author Count,Citation Count,Citation Five Years,Bibcode
Reconstructing the Local Twist of Coronal Magnetic Fields and the Three-Dimensional Shape of the Field Lines from Coronal Loops in Extreme-Ultraviolet and X-Ray Images,2009,"Malanushenko, A.",3,29,14,2009ApJ...707.1044M
The Disruption and Fueling of M33,2009,"Putman, M. E.",10,115,43,2009ApJ...703.1486P
Radio Jets and Disks in the Intermediate-Mass Star-Forming Region NGC2071IR,2009,"Trinidad, M. A.",3,18,7,2009ApJ...706..244T
Quasar Outflow Contribution to AGN Feedback: Observations of QSO SDSS J0838+2955,2009,"Moe, Maxwell",4,211,83,2009ApJ...706..525M
The Unusual X-Ray Morphology of NGC 4636 Revealed by Deep Chandra Observations: Cavities and Shocks Created by Past Active Galactic Nucleus Outbursts,2009,"Baldi, A.",8,75,32,2009ApJ...707.1034B
"Earth, Moon, Sun, and CV Accretion Disks",2009,"Montgomery, M. M.",1,38,22,2009ApJ...705..603M
Spitzer Spectral Line Mapping of Protostellar Outflows. I. Basic Data and Outflow Energetics,2009,"Neufeld, David A.",10,88,57,2009ApJ...706..170N
Resonantly Damped Kink Magnetohydrodynamic Waves in a Partially Ionized Filament Thread,2009,"Soler, R.",3,40,24,2009ApJ...707..662S
The Infrared Nuclear Emission of Seyfert Galaxies on Parsec Scales: Testing the Clumpy Torus Models,2009,"Ramos Almeida, C.",9,172,64,2009ApJ...702.1127R
Neutron Capture Cross Section to <SUP>113</SUP>Cd Isomer and s-Process Contribution to Rare p-Nuclide <SUP>115</SUP>Sn,2009,"Hayakawa, T.",8,5,0,2009ApJ...707..859H
The Distribution of Dark Matter Over Three Decades in Radius in the Lensing Cluster Abell 611,2009,"Newman, Andrew B.",8,114,74,2009ApJ...706.1078N
The Structure of the Large Magellanic Cloud Stellar Halo Derived using Ogle-III RR Lyr Stars,2009,"Pejcha, Ondřej",2,43,26,2009ApJ...704.1730P
Kinetic Simulations of Turbulent Magnetic-Field Growth by Streaming Cosmic Rays,2009,"Stroman, Thomas",3,27,16,2009ApJ...706...38S
On the Heating Efficiency Derived from Observations of Young Super Star Clusters in M82,2009,"Silich, Sergiy",6,20,10,2009ApJ...700..931S
Swift Observations of Hard X-ray Emitting White Dwarfs in Symbiotic Stars,2009,"Kennea, J. A.",7,65,23,2009ApJ...701.1992K
Ellipsoidal Variable V1197 Orionis: Absolute Light-Velocity Analysis for Known Distance,2009,"Wilson, R. E.",6,8,5,2009ApJ...702..403W
Formation Criteria and the Mass of Secondary Population III Stars,2009,"Susa, Hajime",3,23,14,2009ApJ...702..480S
"Runaway Stars, Hypervelocity Stars, and Radial Velocity Surveys",2009,"Bromley, Benjamin C.",4,50,13,2009ApJ...706..925B
"ERRATUM: ""A Spitzer Infrared Spectrograph Spectral Sequence of M, L, and T Dwarfs"" <A href=""bib_query\?2006ApJ...648..614C"">(2006, ApJ, 648, 614)</A>",2009,"Cushing, Michael C.",11,0,0,2009ApJ...706..923C
"Erratum: ""The Mass Function of Active Black Holes in the Local Universe"" <A href=""bib_query\?2007ApJ...667..131G"">(2007, ApJ, 667, 131)</A>",2009,"Greene, Jenny E.",2,22,8,2009ApJ...704.1743G
Some Like It Hot: Coronal Heating Observations from Hinode X-ray Telescope and RHESSI,2009,"Schmelz, J. T.",10,59,23,2009ApJ...704..863S
Ergodic Considerations in the Gravitational Potential of the Milky Way,2009,"Nusser, Adi",1,3,0,2009ApJ...706..113N
Optical and X-ray Observations of M31N 2007-12b: An Extragalactic Recurrent Nova with a Detected Progenitor?,2009,"Bode, M. F.",7,31,19,2009ApJ...705.1056B
A Correlation Between Stellar Activity and Hot Jupiter Emission Spectra,2010,"Knutson, Heather A.",3,244,164,2010ApJ...720.1569K
"X-ray Emission from the Binary Central Stars of the Planetary Nebulae HFG 1, DS 1, and LoTr 5",2010,"Montez, Rodolfo, Jr.",4,49,29,2010ApJ...721.1820M
A Geometrical Height Scale for Sunspot Penumbrae,2010,"Puschmann, K. G.",3,47,25,2010ApJ...720.1417P
Searching for Compact Objects in SNRs G27.8+0.6 and G28.8+1.5,2010,"Misanovic, Zdenka",3,15,2,2010ApJ...725..931M
"An Updated Catalog of M31 Globular-like Clusters: UBVRI Photometry, Ages, and Masses",2010,"Fan, Zhou",3,28,19,2010ApJ...725..200F
XMM-Newton Observations of the Seyfert 2 Galaxy NGC 7590: The Nature of X-ray Absorption,2010,"Shu, X. W.",3,11,11,2010ApJ...722...96S
Local Absorption of High-energy Emission from Gamma-ray Bursts,2010,"Gilmore, R.",2,7,5,2010ApJ...721..709G
A General Study of the Influence of Catastrophic Photometric Redshift Errors on Cosmology with Cosmic Shear Tomography,2010,"Hearin, Andrew P.",4,76,38,2010ApJ...720.1351H
A Survey of H I Narrow Self-absorption in Molecular Cores,2010,"Krčo, Marko",2,21,5,2010ApJ...724.1402K
The Difference in Narrow Fe Kα Line Emission Between Seyfert 1 and Seyfert 2 Galaxies,2010,"Liu, Teng",2,24,13,2010ApJ...725.2381L
Fermi Large Area Telescope Constraints on the Gamma-ray Opacity of the Universe,2010,"Abdo, A. A.",193,130,89,2010ApJ...723.1082A
Density Power Spectrum in Turbulent Thermally Bistable Flows,2010,"Gazol, Adriana",2,19,12,2010ApJ...723..482G
Correcting a Statistical Artifact in the Estimation of the Hubble Constant Based on Type Ia Supernovae Results in a Change in Estimate of 1.2%,2010,"Petersen, Jørgen H.",3,2,1,2010ApJ...723..966P
The Young Interstellar Bubble Within the Rosette Nebula,2010,"Bruhweiler, F. C.",4,16,7,2010ApJ...719.1872B
Spitzer Observations of Dust Destruction in the Puppis A Supernova Remnant,2010,"Arendt, Richard G.",9,52,23,2010ApJ...725..585A
The Orientation of Galaxies in Galaxy Clusters,2010,"Godłowski, Włodzimierz",4,34,17,2010ApJ...723..985G
The Formation of Spheroids in Early-type Spirals: Clues from Their Globular Clusters,2010,"Maybhate, Aparna",4,4,1,2010ApJ...721..893M
The Uptake of Interstellar Gaseous CO Into Icy Grain Mantles in a Quiescent Dark Cloud,2010,"Whittet, D. C. B.",3,22,14,2010ApJ...720..259W
Eccentricity Trap: Trapping of Resonantly Interacting Planets Near the Disk Inner Edge,2010,"Ogihara, Masahiro",3,40,26,2010ApJ...721.1184O
Regulation of Star Formation Rates in Multiphase Galactic Disks: A Thermal/Dynamical Equilibrium Model,2010,"Ostriker, Eve C.",3,358,93,2010ApJ...721..975O
X-ray Shadowing Experiments Toward Infrared Dark Clouds,2010,"Anderson, L. D.",3,4,3,2010ApJ...721.1319A
Intermittency and Multifractality Spectra of the Magnetic Field in Solar Active Regions,2010,"Abramenko, Valentyna",2,45,25,2010ApJ...722..122A
Magnetic Transport on the Solar Atmosphere by Laminar and Turbulent Ambipolar Diffusion,2010,"Hiraki, Y.",3,6,2,2010ApJ...720.1311H
Competitive Accretion in a Sheet Geometry and the Stellar IMF,2010,"Hsu, Wen-Hsin",4,13,6,2010ApJ...721.1531H
Mid-infrared Spectroscopy of Two Lensed Star-forming Galaxies,2010,"Fadely, Ross",10,17,10,2010ApJ...723..729F
A Spectropolarimetric Test of the Structure of the Intrinsic Absorbers in the Quasar HS 1603+3820,2010,"Misawa, Toru",5,10,4,2010ApJ...719.1890M
The High-density Ionized Gas in the Central Parsec of the Galaxy,2010,"Zhao, Jun-Hui",6,56,25,2010ApJ...723.1097Z
Exquisite Nova Light Curves from the Solar Mass Ejection Imager (SMEI),2010,"Hounsell, R.",13,94,49,2010ApJ...724..480H
Fermi-LAT Observations of the Geminga Pulsar,2010,"Abdo, A. A.",166,63,34,2010ApJ...720..272A
GRB 090313 and the Origin of Optical Peaks in Gamma-ray Burst Light Curves: Implications for Lorentz Factors and Radio Flares,2010,"Melandri, A.",21,58,33,2010ApJ...723.1331M
Chemical Clues on the Formation of Planetary Systems: C/O Versus Mg/Si for HARPS GTO Sample,2010,"Delgado Mena, E.",7,150,50,2010ApJ...725.2349D
Near-infrared Counterparts of Chandra X-ray Sources Toward the Galactic Center,2010,"DeWitt, Curtis",7,9,4,2010ApJ...721.1663D
Possible Constraints on Exoplanet Magnetic Field Strengths from Planet-star Interaction,2010,"Scharf, Caleb A.",1,53,31,2010ApJ...722.1547S
The Fermi-LAT High-Latitude Survey: Source Count Distributions and the Origin of the Extragalactic Diffuse Background,2010,"Abdo, A. A.",171,203,145,2010ApJ...720..435A
High-energy Cosmic-ray Diffusion in Molecular Clouds: A Numerical Approach,2010,"Fatuzzo, M.",4,24,12,2010ApJ...725..515F
Testing Automated Solar Flare Forecasting with 13 Years of Michelson Doppler Imager Magnetograms,2010,"Mason, J. P.",2,121,29,2010ApJ...723..634M
Impact of Quarks and Pions on Dynamics and Neutrino Signal of Black Hole Formation in Non-rotating Stellar Core Collapse,2010,"Nakazato, Ken'ichiro",3,37,20,2010ApJ...721.1284N
Morphological Distortion of Galactic Globular Clusters,2010,"Chen, C. W.",2,56,13,2010ApJ...721.1790C
The Luminosity Function of Lyα Emitters at Redshift z = 7.7,2010,"Tilvi, Vithal",11,69,49,2010ApJ...721.1853T
Two-dimensional Study of the Propagation of Planetary Wake and the Indication of Gap Opening in an Inviscid Protoplanetary Disk,2010,"Muto, Takayuki",3,36,17,2010ApJ...724..448M
On a Method to Resolve the Nuclear Activity in Galaxies as Applied to the Seyfert 2 Galaxy NGC 1358,2010,"Lindblad, Per Olof",4,2,2,2010ApJ...723..342L
Acceleration of Ultra-high-energy Cosmic Rays in the Colliding Shells of Blazars and Gamma-ray Bursts: Constraints from the Fermi Gamma-ray Space Telescope,2010,"Dermer, Charles D.",2,65,34,2010ApJ...724.1366D
A Precise Asteroseismic Age and Radius for the Evolved Sun-like Star KIC 11026764,2010,"Metcalfe, T. S.",58,153,101,2010ApJ...723.1583M
Searching for the Pulsar in G18.95-1.1: Discovery of an X-ray Point Source and Associated Synchrotron Nebula with Chandra,2010,"Tüllmann, R.",7,10,1,2010ApJ...720..848T
Fibrillar Chromospheric Spicule-like Counterparts to an Extreme-ultraviolet and Soft X-ray Blowout Coronal Jet,2010,"Sterling, Alphonse C.",3,57,31,2010ApJ...722.1644S
Tentative Detection of Quasar Feedback from WMAP and SDSS Cross-correlation,2010,"Chatterjee, Suchetana",4,27,5,2010ApJ...720..299C
On Highly Clumped Magnetic Wind Models for Cool Evolved Stars,2010,"Harper, G. M.",1,7,3,2010ApJ...720.1767H
"Discovery and Monitoring of a New Black Hole Candidate XTE J1752-223 with RXTE: Rms Spectrum Evolution, Black Hole Mass, and the Source Distance",2010,"Shaposhnikov, Nikolai",4,49,25,2010ApJ...723.1817S
Impact of Cluster Physics on the Sunyaev-Zel'dovich Power Spectrum,2010,"Shaw, Laurie D.",4,214,105,2010ApJ...725.1452S
The Broadband Emission from Supernova Remnant RX J0852.0-4622,2010,"Yang, C. Y.",2,1,1,2010ApJ...721..530Y
Three-dimensional Shape and Evolution of Two Eruptive Filaments,2010,"Li, Ting",4,23,18,2010ApJ...720..144L
Near-ultraviolet Properties of a Large Sample of Type Ia Supernovae as Observed with the Swift UVOT,2010,"Milne, Peter A.",18,66,39,2010ApJ...721.1627M
The Spitzer c2d Survey of Weak-line T Tauri Stars. III. The Transition from Primordial Disks to Debris Disks,2010,"Wahhaj, Zahed",18,86,26,2010ApJ...724..835W
UV-dropout Galaxies in the Goods-South Field from WFC3 Early Release Science Observations,2010,"Hathi, N. P.",25,77,37,2010ApJ...720.1708H
A Variable Black Hole X-ray Source in an NGC 1399 Globular Cluster,2010,"Shih, I. Chun",5,50,23,2010ApJ...721..323S
Core-collapse Supernovae from the Palomar Transient Factory: Indications for a Different Population in Dwarf Galaxies,2010,"Arcavi, Iair",29,171,89,2010ApJ...721..777A
The Cool Interstellar Medium in Elliptical Galaxies. II. Gas Content in the Volume-limited Sample and Results from the Combined Elliptical and Lenticular Surveys,2010,"Welch, Gary A.",3,71,33,2010ApJ...725..100W
Effect of Dark Matter Halo Substructures on Galaxy Rotation Curves,2010,"Roy, Nirupam",1,2,2,2010ApJ...723..781R
X-ray Variability and Evidence for Pulsations from the Unique Radio Pulsar/X-ray Binary Transition Object FIRST J102347.6+003841,2010,"Archibald, Anne M.",7,89,51,2010ApJ...722...88A
Progressive Star Formation in the Young Galactic Super Star Cluster NGC 3603,2010,"Beccari, Giacomo",25,75,48,2010ApJ...720.1108B
"Dense Molecular Gas Excitation in Nuclear Starbursts at High Redshift: HCN, HNC, and HCO<SUP>+</SUP>(J = 6→5) Emission in the z = 3.91 Quasar Host of APM 08279+5255",2010,"Riechers, Dominik A.",4,41,23,2010ApJ...725.1032R
Streaming-limited Intensities of Solar Energetic Particles on the Intensity Plateau,2010,"Reames, Donald V.",2,57,16,2010ApJ...723.1286R
The Large-scale Bias of Dark Matter Halos: Numerical Calibration and Model Tests,2010,"Tinker, Jeremy L.",7,903,197,2010ApJ...724..878T
Exploring Short Gamma-ray Bursts as Gravitational-wave Standard Sirens,2010,"Nissanke, Samaya",5,351,88,2010ApJ...725..496N
"The Age, Stellar Content, and Star Formation Timescale of the B59 Dense Core",2010,"Covey, K. R.",6,79,44,2010ApJ...722..971C
Self-consistent Evolution of Gas and Cosmic Rays in Cygnus A and Similar FR II Classical Double Radio Sources,2010,"Mathews, William G.",2,12,5,2010ApJ...725.1440M
Saturated Torque Formula for Planetary Migration in Viscous Disks with Thermal Diffusion: Recipe for Protoplanet Population Synthesis,2010,"Masset, F. S.",2,82,38,2010ApJ...723.1393M
Eight γ-ray Pulsars Discovered in Blind Frequency Searches of Fermi LAT Data,2010,"Saz Parkinson, P. M.",37,155,94,2010ApJ...725..571S
New Estimators of Black Hole Mass in Active Galactic Nuclei with Hydrogen Paschen Lines,2010,"Kim, Dohyeong",3,64,19,2010ApJ...724..386K
The Field X-ray AGN Fraction to z = 0.7 from the Chandra Multiwavelength Project and the Sloan Digital Sky Survey,2010,"Haggard, Daryl",7,87,31,2010ApJ...723.1447H
The Jets of TeV Blazars at Higher Resolution: 43 GHz and Polarimetric VLBA Observations from 2005 to 2009,2010,"Piner, B. Glenn",3,115,51,2010ApJ...723.1150P
Nonlinear Diffusion Equations for Anisotropic Magnetohydrodynamic Turbulence with Cross-helicity,2010,"Galtier, Sébastien",2,17,3,2010ApJ...722.1977G
The Lick AGN Monitoring Project: Alternate Routes to a Broad-line Region Radius,2010,"Greene, Jenny E.",11,59,25,2010ApJ...723..409G
X-ray Properties of Young Early-type Galaxies. I. X-ray Luminosity Function of Low-mass X-ray Binaries,2010,"Kim, Dong-Woo",2,65,28,2010ApJ...721.1523K
Evidence of Impulsive Heating in Active Region Core Loops,2010,"Tripathi, Durgesh",3,34,24,2010ApJ...723..713T
Compact H I Clouds from the GALFA-H I Survey,2010,"Begum, Ayesha",13,22,15,2010ApJ...722..395B
The Bulk Lorentz Factor of Outflow Powering X-ray Flare in Gamma-ray Burst Afterglow,2010,"Jin, Zhi-Ping",3,14,5,2010ApJ...724..861J
Keck/LRIS Spectroscopic Confirmation of Coma Cluster Dwarf Galaxy Membership Assignments,2010,"Chiboucas, Kristin",8,28,17,2010ApJ...723..251C
Double Compact Objects as Low-frequency Gravitational Wave Sources,2010,"Belczynski, Krzysztof",3,48,16,2010ApJ...725..816B
Measurement of a Magnetic Field in a Leading Arm High-velocity Cloud,2010,"McClure-Griffiths, N. M.",5,47,16,2010ApJ...725..275M
Quantifying Photometric Redshift Errors in the Absence of Spectroscopic Redshifts,2010,"Quadri, Ryan F.",2,50,27,2010ApJ...725..794Q
Three-dimensional Simulations of Rayleigh-Taylor Mixing in Core-collapse Supernovae with Castro,2010,"Joggerst, C. C.",3,68,26,2010ApJ...723..353J
"Deep Near-infrared Survey of the Pipe Nebula. II. Data, Methods, and Dust Extinction Maps",2010,"Román-Zúñiga, Carlos G.",4,43,24,2010ApJ...725.2232R
On the Nature of the Compact Object in SS 433: Observational Evidence of X-ray Photon Index Saturation,2010,"Seifina, Elena",2,31,9,2010ApJ...722..586S
Analysis of Suprathermal Nuclear Effects in the Standard Model of Big Bang Nucleosynthesis,2010,"Voronchev, V. T.",3,11,7,2010ApJ...725..242V
Kinematics in Kapteyn's Selected Area 76: Orbital Motions Within the Highly Substructured Anticenter Stream,2010,"Carlin, Jeffrey L.",5,14,7,2010ApJ...725.2290C
Chandra High-resolution Spectroscopy of the Circumnuclear Matter in the Broad-line Radio Galaxy 3C 445,2010,"Reeves, J. N.",4,25,14,2010ApJ...725..803R
"ERRATUM: ""On the Binding Energy Parameter λ of Common Envelope Evolution"" <A href=""/abs/2010ApJ...716..114X"">(2010, ApJ, 716, 114)</A>",2010,"Xu, Xiao-Jie",2,54,8,2010ApJ...722.1985X
Detecting Massive Gravitons Using Pulsar Timing Arrays,2010,"Lee, Kejia",5,88,32,2010ApJ...722.1589L
On the Star Formation Rates in Molecular Clouds,2010,"Lada, Charles J.",3,664,223,2010ApJ...724..687L
The Mid-infrared Period-Luminosity Relations for the Small Magellanic Cloud Cepheids Derived from Spitzer Archival Data,2010,"Ngeow, Chow-Choong",2,29,19,2010ApJ...720..626N
Collisional and Luminosity Evolution of a Debris Disk: The Case of HD 12039,2010,"Weidenschilling, S. J.",1,16,6,2010ApJ...722.1716W
Kinematic Analysis of Nuclear Spirals: Feeding the Black Hole in NGC 1097,2010,"van de Ven, Glenn",2,60,27,2010ApJ...723..767V
Simulation and Analysis of Sub-μas Precision Astrometric Data for Planet Finding,2010,"Savransky, Dmitry",2,1,0,2010ApJ...721.1559S
Generation of Electric Currents in the Chromosphere via Neutral-Ion Drag,2010,"Krasnoselskikh, V.",5,27,14,2010ApJ...724.1542K
Decreased Frequency of Strong Bars in S0 Galaxies: Evidence for Secular Evolution?,2010,"Buta, R.",4,47,21,2010ApJ...721..259B
Spectro-interferometry of the Be Star δ Sco: Near-infrared Continuum and Gas Emission Region Sizes in 2007,2010,"Millan-Gabet, R.",10,15,12,2010ApJ...723..544M
Gamma-ray Flares from Red Giant/Jet Interactions in Active Galactic Nuclei,2010,"Barkov, Maxim V.",3,105,40,2010ApJ...724.1517B
Ultraluminous X-ray Sources in Arp 147,2010,"Rappaport, S.",4,11,7,2010ApJ...721.1348R
Influence of Turbulence Dissipation Effects on the Propagation of Low-energy Cosmic Rays in the Galaxy,2010,"Shalchi, A.",2,17,12,2010ApJ...725.2110S
No Correlation Between Host Galaxy Metallicity and Gamma-ray Energy Release for Long-duration Gamma-ray Bursts,2010,"Levesque, Emily M.",4,49,30,2010ApJ...725.1337L
Dependence of the Anomalous Resistivity on the Induced Electric Field in Solar Flares,2010,"Wu, Guiping",3,14,11,2010ApJ...720..771W
Statistically Derived Flaring Chromospheric-Coronal Density Structure from Non-thermal X-ray Observations of the Sun,2010,"Saint-Hilaire, P.",3,24,19,2010ApJ...721.1933S
SDWFS-MT-1: A Self-obscured Luminous Supernova at z ~= 0.2,2010,"Kozłowski, Szymon",25,27,19,2010ApJ...722.1624K
Characterizing the Thermosphere of HD209458b with UV Transit Observations,2010,"Koskinen, T. T.",4,100,47,2010ApJ...723..116K
The Role of Methanol in the Crystallization of Titan's Primordial Ocean,2010,"Deschamps, Frédéric",4,29,9,2010ApJ...724..887D
Multiple Inverse Compton Scatterings and the Blazar Sequence,2010,"Björnsson, C. -I.",1,7,6,2010ApJ...723..417B
On the Origins of the High-latitude Hα Background,2010,"Witt, Adolf N.",6,45,26,2010ApJ...724.1551W
Galaxy Clusters in the Swift/BAT Era. II. 10 More Clusters Detected Above 15 keV,2010,"Ajello, M.",7,36,25,2010ApJ...725.1688A
Surface Brightness Fluctuations in the Hubble Space Telescope ACS/WFC F814W Bandpass and an Update on Galaxy Distances,2010,"Blakeslee, John P.",10,93,27,2010ApJ...724..657B
The Evolution of PSR J0737-3039B and a Model for Relativistic Spin Precession,2010,"Perera, B. B. P.",12,80,40,2010ApJ...721.1193P
